,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Subcategory,Date_retrieved
TYR Hexa All Over Jammer Swimsuit - Men's,TYR,44.95,0,5.0,1,clothing,swimwear,2020-10-20
Prana Sander Boardshorts - Men's,Prana,55.94,30,0.0,0,clothing,swimwear,2020-10-20
"Patagonia Baggies 7"" Shorts - Men's",Patagonia,69.00,0,3.6,5,clothing,swimwear,2020-10-20
Level Six Jericho Long Sleeve Neoprene Rashguard - Men's,Level Six,99.95,0,5.0,1,clothing,swimwear,2020-10-20
Level Six Coastal Long Sleeve Sunguard - Men's,Level Six,41.93,30,4.0,2,clothing,swimwear,2020-10-20
NRS Hydroskin 0.5mm Shorts - Men's,NRS,92.95,0,0.0,0,clothing,swimwear,2020-10-20
TYR Hexa All Over Racer Swimsuit - Men's,TYR,32.95,0,4.0,1,clothing,swimwear,2020-10-20
Patagonia Scallop Hem Stretch Wavefarer 18in Boardshorts - Men's,Patagonia,85.00,0,0.0,0,clothing,swimwear,2020-10-20
Speedo Poly Jammer - Men's,Speedo,49.95,0,0.0,0,clothing,swimwear,2020-10-20
Level Six Pro Guide Neoprene Lined Boardshorts - Men's,Level Six,89.95,0,4.5,6,clothing,swimwear,2020-10-20
TYR Solid Jammer - Men's,TYR,39.95,0,0.0,0,clothing,swimwear,2020-10-20
Level Six Jericho Short Sleeve Rashguard - Men's,Level Six,62.97,30,0.0,0,clothing,swimwear,2020-10-20
Prana Calder Short Sleeve Top - Men's,Prana,59.95,0,0.0,0,clothing,swimwear,2020-10-20
,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Subcategory,Date_retrieved
Smartwool Spruce Street Crew Socks - Men's,Smartwool,26.95,0,4.8,24,clothing,socks,2020-10-20
Stance Polycam Crew Run Socks - Men's,Stance,19.94,31,0.0,0,clothing,socks,2020-10-20
Stance Jimmy Chin Altitude Hike Crew Socks - Men's,Stance,35.95,0,0.0,0,clothing,socks,2020-10-20
Sportful Ride 15 Socks - Men's,Sportful,29.95,0,0.0,0,clothing,socks,2020-10-20
Stance Combat Crew Socks - Men's,Stance,22.50,0,0.0,0,clothing,socks,2020-10-20
Wigwam Peak to Pub Gift Box - Men's,Wigwam,48.95,0,0.0,0,clothing,socks,2020-10-20
Stance Conflicted Quarter Run Socks - Men's,Stance,28.95,0,5.0,1,clothing,socks,2020-10-20
